Sample_ref,SurveyPeriod,Institute_H,Oocyte_stage_H,Hydration_state,Egg_stage_H,POF_H,Spent_H,Massive_atr_H,Early_alpha_H,Discard_H,Comment_H,Fecundity_H,Spawn_marker_H,Spawning_H,Spawn_atretic_H,Batch_fec_H,Age,CalendarDay,Country,FishLength,FishWeight,Maturity Walsh,Maturity WKMATCH 2012 revised,OvaryWeight,SamplingApproach,StartLatitude,StartLongitude
O040,2,DTU,3,0,0,1,0,0,0,0,POF state 1,no,yes,yes,no,no,,47,PT,27.3,184,5,,14.62,R,42.695,-9.3767
O041,2,IMR,4,0,0,1,0,0,1,0,pof 5,no,yes,yes,yes,no,,47,PT,27.8,192,5,,12.16,R,42.695,-9.3767
O042,2,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,,47,PT,28.2,205,5,,11.17,R,42.695,-9.3767
O043,2,AZTI,4,0,0,1,0,0,0,0,POF6,no,yes,yes,no,no,,47,PT,28.7,210,5,,14.23,R,42.695,-9.3767
O044,2,IEO,3,0,0,0,0,0,0,0,,yes,no,no,no,no,,47,PT,28.3,199,5,,9.09,R,42.695,-9.3767
O045,2,DTU,4,0,2,1,0,0,0,0,POF state 1,no,yes,yes,no,no,,47,PT,28.1,198,5,,17.87,R,42.695,-9.3767
O046,2,IMR,3,0,0,0,0,0,1,0,Lot of beta atresia,yes,no,no,no,no,,47,PT,28.6,186,5,,4.3,R,42.695,-9.3767
O047,2,WMR,3,0,0,1,0,0,0,0,Old atresia in sample,no,yes,yes,no,no,,47,PT,29.1,190,5,,11.8,R,42.695,-9.3767
O048,2,AZTI,4,0,0,1,0,0,0,0,POF7,no,yes,yes,no,no,,47,PT,33.9,293,5,,21.42,R,42.695,-9.3767
O049,2,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,,47,PT,27.6,155,5,,10.49,R,42.695,-9.3767
O050,2,DTU,4,0,0,1,0,0,0,0,Longitudinal section,no,yes,yes,no,no,,47,PT,27.1,145,5,,8.35,R,42.695,-9.3767
O051,2,IMR,1,0,0,0,0,0,0,0,,no,no,no,no,no,,48,PT,24,94,6,,0.67,R,41.7817,-9.015
O052,2,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,,48,PT,25.3,118,5,,8.29,R,41.7817,-9.015
O053,2,AZTI,4,0,0,1,0,0,0,0,POF1,no,yes,yes,no,no,,48,PT,26.5,130,5,,8.31,R,41.7817,-9.015
O054,2,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,,48,PT,27,154,5,,9.59,R,41.7817,-9.015
O055,2,DTU,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,,48,PT,27.6,154,5,,9.61,R,41.7817,-9.015
O056,2,IMR,4,0,0,1,0,0,0,0,Lot of POF 4,no,yes,yes,no,no,,48,PT,27.5,148,5,,10.76,R,41.7817,-9.015
Q001,5,IMR,4,0,1,1,0,0,0,0,"4,0,1,1,0,0,0,0 (stadie 4 + Hyalin",no,yes,yes,no,no,6,140,FO,36.1,349,4,,29,R,59.776,-5.404
Q002,5,WMR,2,0,0,0,0,0,0,0,,no,no,no,no,no,3,140,FO,30.5,235,3,,11.05,R,59.776,-5.404
Q003,5,AZTI,4,0,0,1,0,0,0,0,POF1,no,yes,yes,no,no,3,140,FO,31.4,253,4,,22,R,59.776,-5.404
Q004,5,IEO,4,0,0,1,0,0,0,0,A lot of atresia.,no,yes,yes,no,no,6,140,FO,36.1,369,4,,38.2,R,59.776,-5.404
Q005,5,IMR,5,1,0,1,0,0,0,0,Stadie 5-1,no,yes,yes,no,no,3,140,FO,32.3,253,3,,18,R,59.776,-5.404
Q006,5,WMR,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,3,140,FO,32.4,250,4,,13.6,R,59.776,-5.404
Q007,5,AZTI,4,0,0,1,0,0,0,0,POF1,no,yes,yes,no,no,3,140,FO,29.9,190,4,,12.5,R,59.776,-5.404
Q008,5,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,3,140,FO,33.3,275,3,,19.5,R,59.776,-5.404
Q009,5,IMR,5,2,0,0,0,0,1,0,ingen pof,no,yes,yes,yes,yes,5,140,FO,35.4,311,3,,9.7,R,59.776,-5.404
Q010,5,WMR,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,3,140,FO,33.3,281,4,,22.6,R,59.776,-5.404
Q011,5,AZTI,5,3,0,1,0,0,0,0,POF1,no,yes,yes,no,yes,6,140,FO,35.6,346,4,,36.7,R,59.776,-5.404
Q012,5,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,3,140,FO,32.3,261,3,,17.5,R,59.776,-5.404
Q013,5,IMR,2,0,0,1,0,1,1,0,"2,0,0,1,0,1,1,0 (massiv + ikke discard). Ine: massiv. Hull eller spent-struktur?",no,yes,no,no,no,6,140,FO,36.1,291,3,,7.5,R,59.776,-5.404
Q014,5,WMR,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,6,140,FO,36.7,394,4,,21.9,R,59.776,-5.404
Q015,5,AZTI,5,3,3,1,0,0,0,0,"POF1, hydration state 1 to 3",no,yes,yes,no,no,9,140,FO,38.1,441,3,,11.2,R,59.776,-5.404
Q016,5,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,12,145,FO,39.4,504,4,,29.45,R,60.741,-8.0406
Q017,5,IMR,3,0,0,0,0,0,1,0,,yes,no,no,no,no,11,145,FO,41.2,521,3,,13.3,R,60.741,-8.0406
Q018,5,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,12,145,FO,40.1,534,4,,41.6,R,60.741,-8.0406
Q019,5,AZTI,5,3,0,1,0,0,0,0,POF1,no,yes,yes,no,yes,10,145,FO,39.2,493,4,,47.7,R,60.741,-8.0406
Q020,5,IEO,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,11,145,FO,38,444,4,,35.05,R,60.741,-8.0406
Q021,5,IMR,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,13,145,FO,39.8,583,4,,82.8,R,60.741,-8.0406
Q022,5,WMR,4,0,0,1,0,0,0,0,old Atresia,no,yes,yes,no,no,6,145,FO,36.5,426,4,,25.6,R,60.741,-8.0406
Q023,5,AZTI,5,3,0,1,0,1,1,0,POF1,no,yes,no,no,no,3,145,FO,34.2,313,3,,8.55,R,60.741,-8.0406
Q024,5,IEO,2,0,0,0,0,1,1,0,Possible POFs 7. Very doubtful.,no,no,no,no,no,3,145,FO,33.6,318,5,,5.2,R,60.741,-8.0406
Q025,5,IMR,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,3,145,FO,34.4,306,3,,21.4,R,60.741,-8.0406
Q026,5,WMR,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,9,145,FO,36.3,365,4,,35.3,R,60.741,-8.0406
Q027,5,AZTI,5,3,1,1,0,0,0,0,POF1,no,yes,yes,no,no,5,145,FO,35.6,391,4,,44.4,R,60.741,-8.0406
Q028,5,IEO,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,10,145,FO,37.4,468,4,,39,R,60.741,-8.0406
Q029,5,IMR,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,8,145,FO,39.2,481,4,,37.65,R,60.741,-8.0406
Q030,5,WMR,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,13,145,FO,40.1,545,4,,44.1,R,60.741,-8.0406
V001,3,IMR,4,0,1,1,0,0,1,0,,no,yes,yes,yes,no,9,85,NL,39.1,428,3,Bb,70,R,53.3,-14.3333
V002,3,WMR,5,3,0,0,0,0,0,0,few oocytes in slide ,no,yes,yes,no,yes,8,85,NL,39.2,480,3,Bb,68,R,53.3,-14.3333
V004,3,IEO,5,2,0,1,0,0,1,0,Only one early alpha atresia.,no,yes,yes,yes,yes,9,85,NL,39.3,406,3,Bb,51,R,53.3,-14.3333
V005,3,DTU,2,0,0,0,0,0,1,0,Many atretic early vtg - this sample is added (it wasn't a part of the preliminary results),no,no,no,no,no,9,87,NL,41.5,498,2,Ba,12,R,55.3667,-9.75
V006,3,IMR,3,0,0,1,0,0,0,0,Bad sample quality/rotten oocytes,no,yes,yes,no,no,5,87,NL,36,320,2,Ba,10,R,55.3667,-9.75
V007,3,WMR,4,0,0,0,0,0,0,0,bad quality slide,yes,no,no,no,no,6,87,NL,35.6,305,2,Ba,21,R,55.3667,-9.75
X001,2,IMR,3,0,0,0,0,0,0,0,Bad sample quality/frozen,yes,no,no,no,no,11,31,NL,40,480,3,Bb,13.6,R,59.6,-5.25
X002,2,WMR,5,2,0,0,0,0,0,0,,no,yes,yes,no,yes,7,31,NL,37.4,420,3,Bb,14.8,R,59.6,-5.25
X003,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,9,31,NL,39,480,3,Bb,20.6,R,59.6,-5.25
X004,2,IEO,4,0,0,0,0,0,1,0,Possible presence of POFs. Very doubtful. Only one early alpha atresia.,yes,no,no,no,no,7,31,NL,39.1,460,3,Bb,16.3,R,59.6,-5.25
X005,2,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,10,31,NL,39.6,540,3,Bb,16.5,R,59.6,-5.25
X006,2,IMR,4,0,0,0,0,0,0,0,Bad sample quality/frozen,yes,no,no,no,no,9,33,NL,37.5,400,3,Bb,14.1,R,59.5333,-5.7667
X007,2,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,8,33,NL,39.1,430,3,Bb,15.1,R,59.5333,-5.7667
X008,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,7,33,NL,39.4,520,3,Bb,18.1,R,59.3333,-6.2
X009,2,IEO,4,0,0,0,0,0,0,0,Possible presence of POFs. Very doubtful.,yes,no,no,no,no,8,33,NL,38.2,420,3,Bb,11.1,R,59.3333,-6.2
X010,2,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,8,33,NL,40.2,470,3,Bb,18,R,59.3333,-6.2
X011,2,IMR,4,0,0,0,0,0,0,0,Bad sample quality/frozen//Unsure if it is POF or something else,yes,no,no,no,no,8,33,NL,38.3,450,3,Bb,16.3,R,59.3333,-6.2
X012,2,WMR,3,0,0,0,0,0,0,0,Beta atresia  ,yes,no,no,no,no,10,37,NL,40.1,470,3,Bb,16.4,R,59.2167,-6.3833
X013,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,11,37,NL,41,600,3,Bb,20.6,R,59.2167,-6.3833
X014,2,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,9,37,NL,37.6,420,3,Bb,19.4,R,59.2167,-6.45
X015,2,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,9,38,NL,39.3,470,3,Bb,21.4,R,59.2167,-6.5
X016,2,IMR,3,0,0,0,0,0,1,0,Frozen sample,yes,no,no,no,no,9,38,NL,41.6,590,3,Bb,15.2,R,59.2,-6.4667
X017,2,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,7,41,NL,37.4,420,3,Bb,15.4,R,58.3667,-8.1667
X018,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,7,41,NL,40.2,490,3,Bb,16.9,R,58.3667,-8.1667
X019,2,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,10,41,NL,40.2,460,3,Bb,19,R,58.3667,-8.1667
X020,2,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,9,41,NL,38.6,440,3,Bb,24.1,R,58.3667,-8.1667
X021,2,IMR,4,0,0,0,0,0,1,0,Frozen sample,yes,no,no,no,no,10,41,NL,35.9,320,3,Bb,11.1,R,58.3833,-8.2167
X022,2,WMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,4,41,NL,38.4,450,3,Bb,14,R,58.3833,-8.2167
X023,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,7,41,NL,39.5,470,3,Bb,21.3,R,58.3833,-8.2167
X024,2,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,10,41,NL,38.7,430,3,Bb,19.7,R,58.3833,-8.2167
X025,2,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,11,41,NL,39.2,500,3,Bb,15.3,R,58.3833,-8.2167
X026,2,IMR,5,1,0,0,0,0,1,0,Frozen sample,no,yes,yes,yes,no,5,41,NL,38.8,450,3,Bb,25.9,R,58.3833,-8.2167
X027,2,WMR,3,0,0,0,0,0,0,0,bad quality slide,yes,no,no,no,no,9,42,NL,35.8,450,3,Bb,16.1,R,58.1833,-8.85
X028,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,9,42,NL,39.2,460,3,Bb,18.9,R,58.1833,-8.85
X029,2,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,7,42,NL,37.5,430,3,Bb,16.9,R,58.1833,-8.85
X030,2,DTU,4,0,0,1,0,0,0,0,Frozen,no,yes,yes,no,no,10,43,NL,39.5,480,3,Bb,18.5,R,57.9333,-9.2667
X031,2,IMR,4,0,0,0,0,0,0,0,Frozen sample,yes,no,no,no,no,5,44,NL,39.1,460,3,Bb,17.1,R,58.0167,-9
X032,2,WMR,3,0,0,1,0,0,0,0,Lot of beta atresia and old POF's,no,yes,yes,no,no,8,44,NL,38.1,420,3,Bb,14,R,58.0167,-9
X033,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,4,44,NL,37.1,410,3,Bb,14.9,R,58.0167,-9
X034,2,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,8,44,NL,39.5,470,3,Bb,25.8,R,58.0167,-9
X035,2,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,7,44,NL,37.7,360,3,Bb,17.2,R,57.7833,-9.3667
X036,2,IMR,4,0,0,0,0,0,0,0,Frozen sample,yes,no,no,no,no,6,44,NL,38.2,430,3,Bb,18.8,R,57.7833,-9.3667
X037,2,WMR,3,0,0,0,0,0,0,0,"slecht preparaat, weefsel slecht, soms alleen een randje zichtbaar van preparaat. Oocyte stage wel redelijk te bepalen, niet te zien of er POFs en/of atresia in zit(ten) Bad quality slide, but oocyte stage can be estimated, unclear if POFs or atresia are present",yes,no,no,no,no,5,44,NL,40.8,550,3,Bb,31.5,R,57.7833,-9.3667
X038,2,AZTI,,,,,,,,1,El taco se ha estropeado,no,no,no,no,no,9,44,NL,39.9,530,3,Bb,18.6,R,57.7833,-9.3667
X039,2,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,10,45,NL,40.1,460,3,Bb,21.7,R,57.7667,-9.3667
X040,2,DTU,4,0,0,0,0,0,1,0,Frozen,yes,no,no,no,no,7,45,NL,39.1,450,3,Bb,14,R,57.7667,-9.3667
X041,2,IMR,3,0,0,0,0,0,0,0,Frozen sample/bad quality-rotten in the middle/potentially POF,yes,no,no,no,no,9,45,NL,36,380,3,Bb,10.8,R,57.7667,-9.3667
X042,2,WMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,11,45,NL,40,520,3,Bb,30.8,R,57.7667,-9.3667
X043,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,7,45,NL,36.7,360,3,Bb,15.5,R,57.0667,-9.1833
X044,2,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,8,45,NL,36.9,360,3,Bb,15.5,R,57.0667,-9.1833
X045,2,DTU,4,0,0,0,0,0,0,0,"Frozen, Late atresia",yes,no,no,no,no,9,45,NL,40.9,520,3,Bb,23.9,R,57.0667,-9.1833
X046,2,IMR,4,0,0,0,0,0,0,0,Frozen samplen/EA or mechanic break?,yes,no,no,no,no,8,45,NL,38.2,420,3,Bb,22.4,R,57.0333,-9.1667
X047,2,WMR,4,0,0,0,0,0,0,0,bad quality slide,yes,no,no,no,no,8,45,NL,38.5,430,3,Bb,22.1,R,57.0333,-9.1667
X048,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,9,45,NL,39.2,470,3,Bb,18.7,R,57.0333,-9.1667
X049,2,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,8,45,NL,41.7,540,3,Bb,21.9,R,57.0333,-9.1667
X050,2,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,7,45,NL,38.8,460,3,Bb,17.8,R,57.0333,-9.1667
X051,2,IMR,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,9,45,NL,41,560,3,Bb,24.5,R,57.0333,-9.1667
X052,2,WMR,3,0,0,0,0,0,0,0,Beta atresia,yes,no,no,no,no,4,45,NL,35.5,310,3,Bb,10.3,R,57.0333,-9.1667
X053,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,7,62,NL,39.5,402,3,Bb,27,R,54.6333,-10.4167
X054,2,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,5,62,NL,38.4,447,3,Bb,22,R,54.6333,-10.4167
X055,2,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,4,62,NL,35.8,328,3,Bb,19,R,54.6333,-10.4167
X056,2,IMR,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,8,62,NL,42.4,562,3,Bb,32,R,54.6333,-10.4167
X057,2,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,11,62,NL,36.9,367,3,Bb,21,R,54.6333,-10.4167
X058,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,11,62,NL,39.1,488,3,Bb,26,R,54.6333,-10.4167
X059,2,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,4,62,NL,34.8,324,3,Bb,18,R,54.6333,-10.4167
X060,2,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,7,62,NL,37.1,380,3,Bb,24,R,54.6333,-10.4167
X061,2,IMR,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,7,62,NL,38.2,383,3,Bb,20,R,54.6333,-10.4167
X062,2,WMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,7,62,NL,37.7,410,3,Bb,43,R,54.6333,-10.4167
X063,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,6,63,NL,39.5,460,3,Bb,24,R,54.65,-10.3667
X064,2,IEO,3,0,0,1,0,0,0,0,A lot of old atresia. Oocyte stage doubtful.,no,yes,yes,no,no,6,63,NL,39.5,418,3,Bb,27,R,54.65,-10.3667
X065,2,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,6,63,NL,38.3,394,3,Bb,21,R,54.65,-10.3667
X066,2,IMR,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,8,63,NL,38.6,412,3,Bb,22,R,54.65,-10.3667
X067,2,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,5,63,NL,40.5,467,3,Bb,34,R,54.65,-10.3667
X068,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,7,63,NL,38.5,415,3,Bb,23,R,54.65,-10.3667
X069,2,IEO,4,0,0,1,0,0,0,0,Oocyte stage doubtful.,no,yes,yes,no,no,8,63,NL,33.9,277,3,Bb,24,R,54.65,-10.3667
X070,2,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,3,63,NL,37.8,403,3,Bb,29,R,54.65,-10.3667
X071,2,IMR,3,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,9,63,NL,40.4,475,3,Bb,20,R,54.65,-10.3667
X072,2,WMR,3,0,0,0,0,0,0,0,Beta atresia,yes,no,no,no,no,11,63,NL,39.1,430,3,Bb,23,R,54.65,-10.3667
X073,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,11,63,NL,37.8,405,3,Bb,18,R,54.65,-10.3667
X074,2,IEO,4,0,0,1,0,0,0,0,POF stage and Oocyte stage doubtful.,no,yes,yes,no,no,7,63,NL,38.4,399,3,Bb,19,R,54.6333,-10.4
X075,2,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,6,63,NL,37.6,363,3,Bb,23,R,54.6333,-10.4
X076,2,IMR,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,4,63,NL,36.8,336,3,Bb,18,R,54.6333,-10.4
X077,2,WMR,3,0,0,0,0,0,0,0,bad quality slide,yes,no,no,no,no,6,63,NL,36.4,338,3,Bb,23,R,54.6333,-10.4
X078,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,6,63,NL,38.8,421,3,Bb,25,R,54.6333,-10.4
X079,2,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,5,63,NL,38.8,405,3,Bb,25,R,54.6333,-10.4
X080,2,DTU,4,0,0,0,0,0,0,0,"Frozen, Late atresia",yes,no,no,no,no,6,63,NL,37.5,362,3,Bb,26,R,54.6333,-10.4
X081,2,IMR,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,7,63,NL,35.4,299,3,Bb,19,R,54.6333,-10.4
X082,2,WMR,5,1,0,0,0,0,0,0,,no,yes,yes,no,no,3,63,NL,39.4,425,3,Bb,44,R,54.6333,-10.4
X083,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,8,63,NL,39.4,458,3,Bb,22,R,54.6333,-10.4
X084,2,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,12,63,NL,38.7,420,3,Bb,26,R,54.6333,-10.4
X085,2,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,3,63,NL,34.8,317,3,Bb,16,R,54.6333,-10.4
X086,2,IMR,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,6,63,NL,34,275,3,Bb,16,R,54.6333,-10.4
X087,2,WMR,3,0,0,0,0,0,0,0,bad quality slide,yes,no,no,no,no,6,63,NL,37.2,388,3,Bb,30,R,54.6333,-10.4
X088,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,5,64,NL,39.7,455,3,Bb,35,R,54.6667,-10.4
X089,2,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,6,64,NL,39.1,431,3,Bb,25,R,54.6667,-10.4
X090,2,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,8,64,NL,40.4,451,3,Bb,21,R,54.6667,-10.4
X091,2,IMR,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,4,64,NL,37.2,384,3,Bb,23,R,54.6667,-10.4
X092,2,WMR,3,0,0,1,0,0,0,0,Beta Atresia and 1 old POF,no,yes,yes,no,no,7,64,NL,41.8,503,3,Bb,27,R,54.6667,-10.4
X093,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,4,64,NL,37,398,3,Bb,24,R,54.6667,-10.4
X094,2,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,7,64,NL,38.7,348,3,Bb,22,R,54.6667,-10.4
X095,2,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,6,64,NL,39.4,446,3,Bb,34,R,54.6667,-10.4
X096,2,IMR,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,8,64,NL,39.4,467,3,Bb,28,R,54.65,-10.4
X097,2,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,3,64,NL,35,323,3,Bb,22,R,54.65,-10.4
X098,2,AZTI,3,0,0,1,0,0,0,0,,no,yes,yes,no,no,10,64,NL,37.4,376,3,Bb,17,R,54.65,-10.4
X099,2,IEO,3,0,0,0,0,0,0,0,Oocyte stage doubtful.,yes,no,no,no,no,7,64,NL,38.8,433,3,Bb,20,R,54.65,-10.4
X100,2,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,5,64,NL,38.1,437,3,Bb,23,R,54.65,-10.4
X101,2,IMR,4,0,0,0,0,0,0,0,Frozen/EA or mechanic break?,yes,no,no,no,no,4,64,NL,33.3,263,3,Bb,14,R,54.65,-10.4
X102,2,WMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,8,64,NL,39.5,433,3,Bb,24,R,54.65,-10.4
X103,2,AZTI,4,0,0,0,0,0,0,0,,yes,no,no,no,no,6,64,NL,39.5,446,3,Bb,22,R,54.65,-10.4
X104,2,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,9,64,NL,39.5,474,3,Bb,27,R,54.65,-10.4
X105,2,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,10,64,NL,37.4,373,3,Bb,28,R,54.65,-10.4
X106,2,IMR,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,9,64,NL,40.1,491,3,Bb,31,R,54.65,-10.4
X107,2,WMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,3,64,NL,36.4,363,3,Bb,25,R,54.65,-10.4
X108,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,4,64,NL,35.4,332,3,Bb,15,R,54.65,-10.4
X109,3,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,5,65,NL,37,346,3,Bb,19,R,54.6667,-10.3667
X110,3,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,8,65,NL,38.1,428,3,Bb,25,R,54.6667,-10.3667
X111,3,IMR,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,8,65,NL,40.5,497,3,Bb,34,R,54.6667,-10.3667
X112,3,WMR,3,0,0,0,0,0,0,0,Lot of beta atresia,yes,no,no,no,no,7,65,NL,38.2,371,3,Bb,24,R,54.6667,-10.3667
X113,3,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,5,65,NL,37.4,354,3,Bb,27,R,54.6667,-10.3667
X114,3,IEO,4,0,0,1,0,0,0,0,POF stage and Oocyte stage doubtful.,no,yes,yes,no,no,8,65,NL,40.1,462,3,Bb,24,R,54.6667,-10.3667
X115,3,DTU,4,0,0,1,0,0,0,0,Frozen,no,yes,yes,no,no,6,65,NL,37.4,402,3,Bb,23,R,54.6667,-10.3667
X116,3,IMR,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,7,65,NL,36.3,302,3,Bb,16,R,54.6667,-10.3667
X117,3,WMR,5,2,0,0,0,0,0,0,,no,yes,yes,no,yes,7,65,NL,36.5,323,3,Bb,24,R,54.6667,-10.3667
X118,3,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,9,65,NL,38.5,416,3,Bb,25,R,54.6667,-10.3667
X119,3,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,10,65,NL,37.6,397,3,Bb,34,R,54.3667,-10.5833
X120,3,DTU,4,0,0,1,0,0,0,0,Frozen,no,yes,yes,no,no,4,65,NL,36.6,354,3,Bb,20,R,54.3667,-10.5833
X121,3,IMR,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,7,65,NL,36.7,318,3,Bb,21,R,54.3667,-10.5833
X122,3,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,4,65,NL,34.8,286,3,Bb,20,R,54.3667,-10.5833
X123,3,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,5,65,NL,34.1,298,3,Bb,18,R,54.3667,-10.5833
X124,3,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,8,65,NL,39.2,437,3,Bb,37,R,54.3667,-10.5833
X125,3,DTU,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,9,66,NL,40,461,3,Bb,27,R,54.5,-10.5667
X126,3,IMR,4,0,0,0,0,0,0,0,Frozen,yes,no,no,no,no,10,66,NL,39.4,414,3,Bb,30,R,54.5,-10.5667
X127,3,WMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,6,66,NL,37.1,416,3,Bb,26,R,54.5,-10.5667
X128,3,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,7,66,NL,39,445,3,Bb,30,R,54.5,-10.5667
